city,temp,temp_max,temp_min,lon,lat
Arrondissement de Carpentras,3.17,5.02,1.0,5.16667,44.083328
Arrondissement de Castellane,3.66,5.24,2.98,6.58333,44.0
Arrondissement de Castelsarrasin,9.08,9.58,5.88,1.0,44.083328
Arrondissement de Castres,8.77,10.12,7.37,2.16667,43.583328
Arrondissement de Chalon-sur-Saône,0.73,3.12,-2.22,4.75,46.75
Arrondissement de Chambéry,2.28,4.3,-0.14,5.91667,45.666672
Arrondissement de Charleville-Mézières,5.2,5.7,3.68,4.5,49.833328
Arrondissement de Charolles,1.81,2.64,-0.6,4.25,46.5
Arrondissement de Chartres,4.31,6.03,3.92,1.5,48.416672
Arrondissement de Chaumont,3.33,3.9,3.08,5.16667,48.166672
Arrondissement de Cherbourg,8.35,8.36,6.71,-1.5833300000000001,49.5
Arrondissement de Chinon,4.28,5.54,3.21,0.33333,47.166672
Arrondissement de Cholet,5.59,5.74,5.15,-1.0,47.166672
Arrondissement de Châlons-en-Champagne,3.99,5.62,2.45,4.33333,48.916672
Arrondissement de Château-Gontier,6.19,6.28,5.38,-0.9166700000000001,47.833328
Arrondissement de Château-Salins,4.33,6.67,2.49,6.58333,48.833328
Arrondissement de Château-Thierry,4.47,4.95,1.79,3.41667,49.083328
Arrondissement de Châteaubriant,6.14,6.55,5.71,-1.66667,47.583328
Arrondissement de Châteaudun,3.59,5.38,2.82,1.41667,48.166672
Arrondissement de Châteaulin,7.86,7.97,7.05,-4.08333,48.25
Arrondissement de Châteauroux,3.96,3.96,3.49,1.5,46.916672
Arrondissement de Châtellerault,3.94,4.42,2.64,0.33333,46.833328
Arrondissement de Clamecy,2.38,2.38,2.38,3.66667,47.333328
Arrondissement de Clermont,5.49,6.12,4.28,2.41667,49.5
Arrondissement de Clermont-Ferrand,-4.37,-4.37,-4.37,3.0,45.666672
Arrondissement de Cognac,2.97,5.34,2.78,-0.25,45.5
Arrondissement de Commercy,3.66,4.92,2.16,5.5,48.75
Arrondissement de Compiègne,5.12,6.35,4.83,2.83333,49.416672
Arrondissement de Condom,6.15,8.8,2.57,0.33333,43.916672
Arrondissement de Confolens,5.55,8.38,2.56,0.58333,45.916672
Arrondissement de Corte,4.53,7.94,2.96,9.25,42.25
Arrondissement de Cosne-Cours-sur-Loire,1.36,1.36,-0.05,3.16667,47.333328
Arrondissement de Coutances,7.06,8.67,7.03,-1.5,49.166672
Arrondissement de Créteil,5.54,6.73,4.33,2.4463,48.791599
Arrondissement de Céret,7.51,8.92,2.41,2.75,42.5
Arrondissement de Dax,6.08,8.13,3.01,-1.16667,43.75
Arrondissement de Die,-2.4,0.35,-3.62,5.25,44.666672
Arrondissement de Dieppe,6.19,6.77,5.1,1.16667,49.75
Arrondissement de Dijon,0.71,2.12,-1.21,5.0,47.416672
Arrondissement de Dinan,6.75,7.34,5.56,-2.25,48.416672
Arrondissement de Dole,1.14,3.05,-1.28,5.5,47.083328
Arrondissement de Douai,7.02,7.75,6.03,3.16667,50.333328
Arrondissement de Draguignan,3.14,10.92,0.23,6.25,43.5
Arrondissement de Dreux,4.9,5.84,3.81,1.25,48.666672
Arrondissement de Dunkerque,7.24,8.2,6.55,2.5,50.833328
Arrondissement de Figeac,7.21,7.21,3.86,1.91667,44.75
Arrondissement de Florac,4.67,4.67,4.67,3.5,44.333328
Arrondissement de Foix,-2.97,2.73,-3.18,1.5833300000000001,42.833328
Arrondissement de Fontainebleau,4.5,6.43,2.98,2.6903,48.4044
Arrondissement de Fontenay-le-Comte,4.02,4.25,2.87,-1.0,46.583328
Arrondissement de Forcalquier,-0.69,-0.69,-0.69,5.83333,44.083328
Arrondissement de Fougères-Vitré,5.78,6.66,5.5,-1.3333300000000001,48.416672
Arrondissement de Gap,-5.65,-5.65,-9.41,6.0,44.666672
Arrondissement de Gex,-5.29,-3.32,-10.85,6.0,46.333328
Arrondissement de Gourdon,4.54,4.54,4.54,1.5,44.75
Arrondissement de Grasse,2.39,4.59,-2.76,6.91667,43.75
Arrondissement de Grenoble,-5.47,-1.23,-7.52,5.83333,45.083328
Arrondissement de Guebwiller,2.51,4.23,0.78,7.33333,47.916672
Arrondissement de Guingamp,5.74,6.66,5.11,-3.33333,48.416672
Arrondissement de Guéret,-1.78,3.55,-1.78,1.8333300000000001,46.166672
Arrondissement de Jonzac,4.27,5.25,2.69,-0.5,45.333328
Arrondissement de L'Haÿ-les-Roses,5.24,6.38,3.98,2.3384,48.778702
Arrondissement de La Châtre,3.58,3.6,0.31,1.8333300000000001,46.583328
Arrondissement de La Flèche,5.79,6.42,5.46,-0.0763,47.698101
Arrondissement de La Roche-sur-Yon,4.18,5.79,3.59,-1.3333300000000001,46.75
Arrondissement de La Rochelle,3.81,4.51,3.12,-1.0,46.25
Arrondissement de La Tour-du-Pin,1.02,2.62,-2.31,5.41667,45.583328
Arrondissement de Langon,5.74,7.95,-0.32,-0.33333,44.5
Arrondissement de Langres,2.33,2.33,0.47,5.33333,47.833328
Arrondissement de Lannion,7.9,7.99,6.45,-3.41667,48.75
Arrondissement de Laon,4.14,6.49,4.14,3.66667,49.566669
Arrondissement de Largentière,-0.93,-0.21,-0.93,4.16667,44.583328
Arrondissement de Laval,6.04,6.04,5.17,-0.6666700000000001,48.083328
Arrondissement de Lens,7.38,7.92,6.53,2.83333,50.416672
Arrondissement de Lesparre-Médoc,5.39,5.67,3.11,-1.0,45.333328
Arrondissement de Libourne,5.51,7.15,5.28,-0.25,44.916672
Arrondissement de Lille,7.22,7.73,6.35,3.08333,50.583328
Arrondissement de Limoges,4.66,7.23,2.6,1.3333300000000001,45.75
Arrondissement de Limoux,5.4,6.39,4.5,2.16667,42.916672
Arrondissement de Lisieux,5.59,6.73,5.2,0.16667,49.166672
Arrondissement de Loches,4.61,4.83,3.15,0.9166700000000001,47.083328
Arrondissement de Lodève,2.45,5.62,2.38,3.33333,43.75
Arrondissement de Lons-le-Saunier,-1.58,2.54,-4.42,5.75,46.75
Arrondissement de Lorient,8.05,8.27,7.67,-3.25,47.833328
Arrondissement de Louhans,-0.3,3.2,-2.1,5.16667,46.666672
Arrondissement de Lunéville,3.07,5.01,2.25,6.66667,48.583328
Arrondissement de Lure,-0.56,3.04,-1.35,6.5,47.75
Arrondissement de Lyon,-1.5,1.04,-2.95,4.58333,45.75
Arrondissement de Mamers,4.61,4.61,4.61,0.25,48.333328
Arrondissement de Mantes-la-Jolie,6.05,7.01,4.72,1.66667,49.0
Arrondissement de Marmande,6.43,8.2,-0.89,0.16667,44.5
Arrondissement de Marseille,2.92,9.92,-3.9,5.5,43.333328
Arrondissement de Mauriac,5.5,5.5,5.5,2.33683,45.218319
Arrondissement de Mayenne,5.69,5.69,5.69,-0.6666700000000001,48.333328
Arrondissement de Meaux,4.31,5.89,3.49,3.0,48.916672
Arrondissement de Melun,4.39,6.38,2.92,2.75,48.5
Arrondissement de Mende,-1.49,-1.49,-1.49,3.5,44.666672
Arrondissement de Metz-Campagne,4.85,6.49,2.31,6.25,49.083328
Arrondissement de Millau,4.42,7.22,4.07,2.91667,44.083328
Arrondissement de Mirande,5.58,8.1,1.87,0.16667,43.583328
Arrondissement de Molsheim,0.15,2.64,-3.31,7.33333,48.5
Arrondissement de Mont-de-Marsan,4.5,8.02,-0.33,-0.6666700000000001,44.0
Arrondissement de Montargis,2.49,4.13,1.83,2.75,47.833328
Arrondissement de Montauban,9.33,9.38,8.4,1.5,44.083328
Arrondissement de Montbard,0.94,2.79,0.94,4.5,47.583328
Arrondissement de Montbrison,-0.79,0.92,-1.79,4.08333,45.666672
Arrondissement de Montbéliard,2.04,4.31,-2.62,6.66667,47.333328
Arrondissement de Montdidier,6.88,7.05,5.76,2.58333,49.75
Arrondissement de Montluçon,-0.06,-0.06,-0.63,2.66667,46.416672
Arrondissement de Montmorillon,3.88,4.14,2.36,0.6666700000000001,46.416672
Arrondissement de Montreuil,7.19,7.56,5.92,1.91667,50.5
Arrondissement de Morlaix,7.55,8.09,7.18,-4.0,48.583328
Arrondissement de Mortagne-au-Perche,3.33,3.33,3.33,0.6666700000000001,48.5
Arrondissement de Moulins,1.05,3.16,0.14,3.33333,46.5
Arrondissement de Mulhouse,2.47,3.67,0.22,7.41667,47.666672
Arrondissement de Muret,6.52,8.69,5.72,1.25,43.333328
Arrondissement de Mâcon,1.51,2.78,-2.56,4.66667,46.416672
Arrondissement de Nancy,3.38,5.07,2.31,6.16667,48.666672
Arrondissement de Nanterre,5.51,6.64,4.24,2.2159,48.896
Arrondissement de Nantes,6.08,6.81,5.96,-1.5833300000000001,47.166672
Arrondissement de Nantua,-2.01,0.94,-5.83,5.66667,46.166672
Arrondissement de Narbonne,7.81,10.31,6.12,2.83333,43.083328
Arrondissement de Neufchâteau,2.73,3.07,-1.59,5.83333,48.25
Arrondissement de Nevers,-0.08,1.33,-0.08,3.33333,46.916672
Arrondissement de Nice,2.97,3.67,-3.68,7.25,44.0
Arrondissement de Niort,2.93,4.19,2.62,-0.33333,46.333328
Arrondissement de Nogent-le-Rotrou,3.14,5.01,2.0,1.0,48.333328
Arrondissement de Nogent-sur-Marne,5.15,6.43,4.04,2.4836,48.836102
Arrondissement de Nogent-sur-Seine,1.57,5.17,0.59,3.75,48.416672
Arrondissement de Nontron,7.03,7.73,3.0,0.83333,45.5
Arrondissement de Nyons,0.94,3.59,-0.48,5.16667,44.333328
Arrondissement de Nérac,5.28,8.77,2.54,0.16667,44.166672
Arrondissement de Nîmes,4.61,5.83,1.76,4.41667,43.916672
Arrondissement de Palaiseau,5.45,6.56,4.17,2.2484,48.7145
Arrondissement de Pamiers,4.45,6.87,-0.33,1.5,43.083328
Arrondissement de Parthenay,2.27,3.71,1.94,-0.41667000000000004,46.666672
Arrondissement de Pau,3.57,5.62,2.55,-0.58333,43.416672
Arrondissement de Perpignan,7.74,8.56,5.79,2.75,42.75
Arrondissement de Pithiviers,4.09,6.2,3.01,2.25,48.166672
Arrondissement de Poitiers,4.05,4.43,2.66,0.33333,46.583328
Arrondissement de Pontarlier,-1.76,1.08,-5.81,6.25,46.833328
Arrondissement de Pontivy,7.58,7.91,7.01,-3.0,48.0
Arrondissement de Pontoise,5.33,6.53,4.14,2.16667,49.083328
Arrondissement de Prades,-4.07,-1.26,-8.42,2.16667,42.583328
Arrondissement de Privas,1.64,5.31,0.85,4.5,44.583328
Arrondissement de Provins,3.84,5.49,1.86,3.16667,48.583328
Arrondissement de Périgueux,5.08,9.03,-1.17,0.58333,45.166672
Arrondissement de Péronne,6.82,7.54,6.32,2.83333,49.916672
Arrondissement de Quimper,8.41,8.47,8.13,-4.08333,48.0
Arrondissement de Rambouillet,4.75,5.87,3.47,1.91667,48.583328
Arrondissement de Redon,6.07,7.69,5.58,-1.8333300000000001,47.833328
Arrondissement de Reims,4.07,6.23,2.41,4.08333,49.166672
Arrondissement de Rennes,5.96,7.18,5.54,-1.66667,48.166672
Arrondissement de Rethel,5.38,6.29,3.93,4.33333,49.5
Arrondissement de Ribeauvillé,-0.41,1.61,-2.45,7.25,48.166672
Arrondissement de Riom,-4.64,-3.45,-4.64,2.91667,45.916672
Arrondissement de Roanne,-0.36,2.3,-1.66,4.0,46.0
Arrondissement de Rochechouart,6.93,7.73,3.01,0.8254300000000001,45.749859
Arrondissement de Rochefort,3.45,4.03,3.06,-1.0,45.916672
Arrondissement de Rodez,3.82,7.17,3.82,2.58333,44.5
Arrondissement de Romorantin-Lanthenay,3.93,4.38,3.05,1.8333300000000001,47.416672
Arrondissement de Rouen,6.06,6.71,5.02,1.0,49.5
Arrondissement de Saint-Amand-Montrond,0.57,3.45,0.16,2.5,46.75
Arrondissement de Saint-Brieuc,6.47,7.52,5.62,-2.83333,48.416672
Arrondissement de Saint-Claude,-2.64,0.3,-6.67,5.83333,46.5
Arrondissement de Saint-Denis,5.49,6.71,4.31,2.33333,48.916672
Arrondissement de Saint-Dizier,3.53,3.78,3.03,5.08333,48.416672
Arrondissement de Saint-Flour,3.83,3.83,3.83,3.0,45.083328
Arrondissement de Saint-Gaudens,3.82,6.95,1.85,0.6666700000000001,43.083328
Arrondissement de Saint-Germain-en-Laye,5.37,6.48,4.08,2.079,48.892799
Arrondissement de Saint-Girons,1.45,3.95,-1.48,1.16667,42.916672
Arrondissement de Saint-Jean-d'Angély,3.23,4.57,2.92,-0.5,45.916672
Arrondissement de Saint-Jean-de-Maurienne,-7.18,-2.39,-9.01,6.58333,45.166672
Arrondissement de Saint-Julien-en-Genevois,0.32,1.25,-5.72,6.08333,46.083328
Arrondissement de Saint-Malo,6.84,7.14,5.33,-1.8333300000000001,48.5
Arrondissement de Saint-Nazaire,6.84,7.86,6.16,-2.16667,47.333328
Arrondissement de Saint-Omer,6.97,7.75,6.1,2.16667,50.75
Arrondissement de Saint-Quentin,7.05,7.05,6.2,3.33333,49.833328
Arrondissement de Saint-Étienne,-3.1,-0.43,-4.42,4.5,45.416672
Arrondissement de Sainte-Menehould,4.19,5.72,1.9,4.75,49.083328
Arrondissement de Saintes,3.02,3.83,2.86,-0.75,45.666672
Arrondissement de Sarcelles,5.26,6.58,4.18,2.3786,48.988098
Arrondissement de Sarlat-la-Canéda,3.19,7.47,-1.62,1.08333,44.916672
Arrondissement de Sarreguemines,5.35,6.47,2.73,7.33333,49.083328
Arrondissement de Sartène,1.51,3.47,1.51,9.16667,41.666672
Arrondissement de Saumur,5.48,6.06,5.47,-0.25,47.333328
Arrondissement de Saverne,4.35,6.18,-1.34,7.25,48.833328
Arrondissement de Sedan,5.7,5.96,4.69,5.0,49.666672
Arrondissement de Segré,5.84,6.34,5.44,-0.83333,47.666672
Arrondissement de Senlis,4.86,6.37,4.38,2.66667,49.25
Arrondissement de Sens,1.76,4.04,0.77,3.33333,48.166672
Arrondissement de Soissons,4.7,5.71,4.01,3.33333,49.333328
Arrondissement de Strasbourg-Campagne,2.55,5.53,-1.17,7.58333,48.666672
Arrondissement de Sélestat-Erstein,1.0,3.96,-1.99,7.41667,48.333328
Arrondissement de Tarbes,2.61,7.36,2.06,0.16667,43.25
Arrondissement de Thiers,-0.76,-0.35,-0.82,3.5,45.833328
Arrondissement de Thionville-Ouest,5.02,6.75,2.57,6.08333,49.333328
Arrondissement de Thonon-les-Bains,-3.34,-1.3,-7.3,6.5,46.25
Arrondissement de Torcy,4.98,6.42,4.03,2.6509,48.838902
Arrondissement de Toul,3.42,5.23,2.29,5.91667,48.666672
Arrondissement de Toulon,6.59,11.33,0.09,6.0,43.25
Arrondissement de Toulouse,8.44,10.53,6.1,1.5,43.583328
Arrondissement de Tours,5.03,5.03,4.36,0.6666700000000001,47.416672
Arrondissement de Troyes,1.22,5.6,1.03,4.08333,48.333328
Arrondissement de Tulle,2.21,6.86,2.21,1.8333300000000001,45.333328
Arrondissement de Valence,2.2,3.23,1.27,5.0,45.0
Arrondissement de Valenciennes,6.88,7.69,6.14,3.41667,50.333328
Arrondissement de Vannes,7.06,7.93,5.22,-2.5,47.833328
Arrondissement de Vendôme,4.18,4.83,2.94,1.0,47.833328
Arrondissement de Verdun,5.1,5.95,4.21,5.33333,49.25
Arrondissement de Versailles,5.26,6.34,3.94,2.0,48.916672
Arrondissement de Vervins,5.17,6.08,4.46,3.91667,49.833328
Arrondissement de Vesoul,-0.17,3.61,-0.55,5.83333,47.583328
Arrondissement de Vichy,0.31,2.5,-0.95,3.58333,46.25
Arrondissement de Vienne,2.12,2.92,-0.51,5.0,45.5
Arrondissement de Vierzon,3.35,4.21,0.92,2.0625,47.210098
Arrondissement de Villefranche-de-Rouergue,4.43,6.69,4.43,2.0,44.333328
Arrondissement de Villefranche-sur-Saône,-0.67,2.19,-3.17,4.5,46.0
Arrondissement de Villeneuve-sur-Lot,4.5,8.26,-2.03,0.6666700000000001,44.5
Arrondissement de Vire,6.66,6.66,6.66,-0.83333,48.916672
Arrondissement de Vitry-le-François,4.19,5.61,1.03,4.5,48.75
Arrondissement de Vouziers,5.69,5.92,3.56,4.75,49.416672
Arrondissement de Wissembourg,2.91,7.4,-1.12,7.91667,48.916672
Arrondissement des Sables-d'Olonne,4.61,6.58,4.44,-1.8333300000000001,46.666672
Arrondissement du Havre,5.69,6.91,5.22,0.33333,49.583328
Arrondissement du Mans,4.67,5.99,4.67,0.25,48.0
Arrondissement du Raincy,5.12,6.47,4.08,2.5193,48.898602
Arrondissement du Vigan,2.38,3.96,2.38,3.66667,44.0
Arrondissement of Montpellier,3.35,4.89,3.31,3.83333,43.666672
Arronnes,-1.21,2.09,-1.54,3.56906,46.059879
Arros-de-Nay,2.7,7.72,2.6,-0.28333,43.200001
Arrosès,3.25,7.91,1.79,-0.11667000000000001,43.549999
Arrou,3.92,4.06,3.81,1.12851,48.097679
Ars-sur-Formans,0.23,2.87,-2.49,4.82313,45.994179
Ars-sur-Moselle,5.2,6.85,1.14,6.07275,49.078308
Arsac,5.31,5.56,0.0,-0.68976,44.99688
Arsac-en-Velay,-3.17,-3.17,-3.17,3.94336,44.99073
Arsague,4.29,6.03,2.81,-0.7833300000000001,43.583328
Art-sur-Meurthe,3.6,5.48,2.54,6.26612,48.655891
Artannes-sur-Indre,5.27,5.29,3.61,0.60036,47.274509
Artas,1.13,2.75,-1.62,5.16505,45.535549
Artassenx,3.8,6.43,2.55,-0.39785000000000004,43.846668
Artemare,2.92,4.5,-0.45,5.69366,45.874409
Artenay,3.55,5.55,2.11,1.88098,48.082458
Arthaz-Pont-Notre-Dame,2.06,3.21,-1.86,6.26598,46.159409
Arthez-d'Armagnac,4.21,7.18,2.7,-0.25838,43.895538
Arthez-de-Béarn,3.54,5.42,2.27,-0.6000000000000001,43.466671
Arthon,4.1,4.1,3.63,1.6985700000000001,46.693611
Arthon-en-Retz,6.52,6.94,6.1,-1.9426,47.11586
Artigat,5.83,8.25,0.91,1.43947,43.137192
Artige,-3.74,-3.74,-3.74,3.2982,45.23827
Artigueloutan,2.54,4.71,2.45,-0.25,43.26667
Artiguelouve,3.25,5.4,2.32,-0.46667000000000003,43.316669
Artigues-près-Bordeaux,4.99,6.8,-0.31,-0.4852,44.862301
Artix,3.49,5.55,2.4,-0.55,43.400002
Artonne,-1.48,-0.3,-1.69,3.14398,46.00246
Artres,6.23,7.54,5.2,3.54012,50.294819
Arudy,1.66,6.77,1.51,-0.43333000000000005,43.116669
Arvert,3.98,3.98,3.01,-1.12573,45.744862
Arveyres,5.36,7.02,-0.82,-0.28333,44.883331
Arzacq-Arraziguet,3.16,5.08,1.94,-0.41667000000000004,43.533329
Arzano,7.52,8.03,7.27,-3.44032,47.90136
Arzens,7.87,10.22,4.9,2.20954,43.19838
Arzon,7.98,8.37,6.62,-2.8898800000000002,47.548519
Arâches-la-Frasse,-2.33,0.42,-6.15,6.63145,46.04327
Arès,2.81,5.66,0.1,-1.13333,44.76667
Asasp-Arros,2.31,7.54,2.14,-0.61667,43.116669
Ascain,7.01,10.06,3.36,-1.62073,43.345211
Asnelles,7.42,7.45,5.86,-0.5830200000000001,49.339691
Asnières-sur-Seine,5.55,6.76,4.36,2.28333,48.916672
Aspach,2.59,3.69,-0.38,7.23324,47.641731
Aspach-le-Bas,2.3,3.7,-0.36,7.1509,47.76115
Aspach-le-Haut,2.16,3.61,-0.45,7.13146,47.776531
Aspet,3.93,3.93,1.33,0.8029400000000001,43.014568
Aspiran,3.62,6.24,3.54,3.45031,43.565861
Aspremont,8.14,9.1,6.75,7.24458,43.785389
Assas,3.48,4.83,3.25,3.9,43.702782
Assat,2.9,5.08,2.82,-0.30000000000000004,43.25
Asson,2.1,7.1,1.98,-0.25,43.150002
Assouste,0.81,5.72,0.61,-0.41362000000000004,42.983051
Astaffort,8.35,9.05,5.64,0.65141,44.064259
Aste-Béon,1.27,6.26,1.14,-0.41594000000000003,43.01952
Astis,2.83,4.95,1.88,-0.33333,43.433331
Athies-sous-Laon,4.12,6.48,4.12,3.68417,49.573689
Athis-Mons,5.3,6.62,3.76,2.39147,48.705219
Attainville,4.99,6.19,3.92,2.34497,49.057789
Attiches,7.12,7.69,5.97,3.06222,50.522202
Attichy,4.88,6.29,4.76,3.04949,49.411209
Attignat,-1.4,4.19,-2.23,5.16126,46.288151
Attigny,5.97,6.4,4.05,4.57803,49.478458
Atur,4.12,8.31,-2.12,0.74702,45.140862
Aubagnan,3.88,5.84,2.44,-0.48958,43.66787
Aubagne,6.51,11.99,-2.55,5.57067,43.292759
Aubais,4.66,6.75,2.73,4.14567,43.754021
Aubas,4.87,9.02,-1.52,1.19264,45.08215
Aubazat,2.25,2.32,2.18,3.43742,45.138931
Aubenas,1.04,1.92,0.65,4.38994,44.62006
Auberchicourt,6.9,7.89,6.03,3.23333,50.333328
Aubergenville,5.41,6.47,3.88,1.85467,48.959961
Aubers,7.34,7.89,6.51,2.82666,50.595428
Aubertin,2.37,4.77,1.71,-0.48333000000000004,43.26667
Auberville,5.93,6.18,5.6,-0.0269,49.306179
Aubervilliers,5.29,6.6,4.06,2.38333,48.916672
Aubespeyre,5.53,5.53,3.18,2.46549,44.685219000000004
Aubevoye,6.6,7.51,5.14,1.33537,49.170971
Aubiat,-3.17,-3.17,-3.17,3.34155,45.465591
Aubiet,7.81,8.84,5.09,0.7844200000000001,43.646309
Aubignan,4.8,6.64,2.03,5.02409,44.099411
Aubigny,4.11,5.79,2.74,-1.45364,46.596531
Aubigny-au-Bac,6.86,7.82,5.96,3.16448,50.263699
Aubigny-en-Artois,6.94,7.47,6.08,2.58333,50.349998
Aubigny-sur-Nère,2.61,3.72,0.48,2.43333,47.48333
Aubin,6.44,8.25,5.9,2.24439,44.528091
Aubière,-2.4,-2.39,-2.41,3.11667,45.75
Aubord,5.74,6.96,-0.77,4.31105,43.75827
Aubry-du-Hainaut,6.56,7.66,5.31,3.46667,50.366669
Aubry-en-Exmes,5.8,6.34,5.77,0.07375000000000001,48.7967
Aubry-le-Panthou,5.79,5.93,5.12,0.23907000000000003,48.853249
Aubusson,-0.79,-0.79,-0.79,2.16667,45.950001
Aubusson-d'Auvergne,-2.74,0.79,-2.79,3.61797,45.75507
Auby,7.36,7.94,6.71,3.05396,50.41457
Aucamville,8.64,9.12,6.14,1.42808,43.6702
Aucey-la-Plaine,6.33,6.5,5.59,-1.4787,48.52718
Auch,7.54,8.95,5.25,0.58333,43.650002
Auchel,7.02,7.72,6.07,2.47346,50.503448
Auchy-les-Mines,7.39,7.91,6.53,2.78283,50.513489
Audelange,0.7,3.06,-1.74,5.586,47.134609
Audenge,2.94,5.66,0.06,-1.01345,44.686859
Auderville,8.64,9.47,6.21,-1.93104,49.711819
Audes,0.62,1.57,0.03,2.5581,46.457329
Audierne,8.41,8.5,7.55,-4.53838,48.016399
Audignicourt,4.66,7.19,3.97,3.13333,49.48333
Audignon,4.32,6.12,2.78,-0.6045900000000001,43.722229
Audincourt,3.0,4.52,1.82,6.85341,47.483269
Audon,4.37,8.19,2.98,-0.82191,43.800091
Audrieu,5.92,6.45,5.84,-0.5942900000000001,49.208462
Audruicq,7.52,8.3,6.66,2.07975,50.877949
Audun-le-Roman,3.8,5.71,1.97,5.89564,49.368778
Audun-le-Tiche,3.79,5.96,2.22,5.95694,49.472279
Audéjos,3.65,5.66,2.52,-0.61667,43.433331
Auffargis,4.64,5.87,2.55,1.8869600000000002,48.700489
Auga,3.36,5.46,2.32,-0.36667000000000005,43.48333
Augan,6.27,7.37,5.25,-2.27905,47.91943
Augerolles,-5.16,-5.16,-5.16,2.58333,45.599998
Augignac,6.74,7.85,1.92,0.6996300000000001,45.589668
Augny,5.11,6.81,1.1,6.11835,49.061111
Auguaise,5.05,5.23,4.76,0.5539000000000001,48.701302
Augy,2.14,2.14,1.04,3.61051,47.766399
Aulanys,-2.33,-2.33,-3.24,4.30955,45.164268
Aulhat-Saint-Privat,-2.45,-2.45,-2.45,3.3125400000000003,45.572941
Auliac,3.2,3.2,3.2,3.04157,45.147259
Aulnat,-3.06,-2.01,-5.15,3.16498,45.79604
Aulnay,2.79,3.42,1.76,-0.34778000000000003,46.020821
Aulnay-sous-Bois,5.12,6.54,4.13,2.49402,48.938141
Aulnay-sur-Mauldre,5.58,6.69,4.1,1.8411300000000002,48.929501
Aulnois-sous-Laon,4.14,4.14,4.14,3.60547,49.614288
Aulnoy-lez-Valenciennes,6.39,7.54,5.32,3.5333300000000003,50.333328
Aulnoye-Aymeries,5.32,6.57,4.61,3.8384400000000003,50.201408
Ault,7.45,7.77,7.28,1.45,50.104038
Aumale,6.25,6.84,4.86,1.75587,49.769852
Aumetz,3.41,5.6,1.86,5.94916,49.412941000000004
Aumont-Aubrac,-1.19,-1.19,-1.19,3.28466,44.72205
Aunay-sous-Auneau,4.35,5.93,2.67,1.81094,48.441399
Aunay-sur-Odon,5.68,6.16,5.68,-0.63238,49.020119
Auneau,4.35,5.88,2.82,1.77264,48.463612
Auneuil,5.0,6.82,3.81,1.9971200000000002,49.370258
Aunou-le-Faucon,5.42,5.98,5.41,0.0395,48.730129
Aunou-sur-Orne,4.12,4.17,4.08,0.23124000000000003,48.611542
Aups,1.38,9.43,-2.81,6.22553,43.62904
Auradou,4.99,8.99,-1.29,0.81357,44.334179
Auray,7.45,8.19,7.1,-2.99183,47.67025
Aurec-sur-Loire,0.59,0.68,-2.46,4.2049,45.369068
Aureilhan,1.63,7.49,1.39,0.09581,43.24337
Aureille,1.21,6.22,-1.51,4.94728,43.70821
Auriac,4.4,4.4,4.4,3.11723,44.933399
Auriac-du-Périgord,4.27,8.65,-2.0,1.1368,45.105942
Auriac-l'Église,-4.23,5.77,-4.23,3.12707,45.264549
Auriac-sur-Vendinelle,8.07,10.17,4.84,1.8264,43.524158
Auribeau-sur-Siagne,8.6,12.0,4.66,6.90779,43.604408
Aurice,4.31,6.01,2.84,-0.6044,43.8144
Aurignac,4.72,7.49,4.52,0.8817600000000001,43.216949
Aurillac,5.49,5.49,3.14,2.45,44.916672
Auriol,5.9,11.32,-2.05,5.6341,43.371609
Auriolles,6.61,7.28,4.69,0.05172,44.740898
Aurions-Idernes,3.1,8.01,1.91,-0.13333,43.533329
Aurières,-6.32,-6.3,-6.34,2.9064200000000002,45.682892
Auros,6.33,7.29,2.71,-0.1444,44.49448
Aurouër,0.56,1.94,-1.18,3.3002000000000002,46.6875
Aussillon,7.71,9.89,4.57,2.36792,43.50293
Aussois,-0.32,2.87,-8.76,6.74202,45.22802
Aussonne,8.53,9.03,6.05,1.31886,43.681622
Aussurucq,3.28,7.06,2.1,-0.9337300000000001,43.149349
Auterive,7.16,10.18,5.74,1.47797,43.351028
Autevielle-Saint-Martin-Bideren,4.18,6.9,2.76,-0.9705800000000001,43.39093
Authezat,-2.79,-2.79,-2.79,3.2,45.633331
Authie,6.04,6.51,6.03,-0.43191,49.20615
Authon-du-Perche,3.42,3.46,2.23,0.8918900000000001,48.196159
Autrac,-5.16,-5.09,-5.23,3.13238,45.32935
Autrans,-4.04,1.29,-5.93,5.54424,45.17704
Autreville-sur-la-Renne,3.65,4.27,3.65,4.97917,48.117222
Autry-Issards,0.07,1.96,-1.2,3.13571,46.548569
Autun,0.77,2.25,-1.96,4.3,46.950001
Auvers-Saint-Georges,4.96,6.4,3.07,2.22045,48.49276
Auvers-le-Hamon,6.16,6.25,5.35,-0.3517,47.902458
Auvers-sur-Oise,5.27,6.68,4.22,2.16978,49.071579
Auvillar,8.69,9.19,5.5,0.90192,44.06863
Auxerre,1.46,1.46,0.92,3.5666700000000002,47.799999
Auxon-Dessous,-0.43,5.17,-3.75,5.95,47.299999
Auxonne,1.08,3.2,-1.59,5.38726,47.192551
Auxy,-0.36,1.57,-2.58,4.4044,46.949402
Auzances,-1.95,-1.95,-3.58,2.50042,46.028488
Auzat-la-Combelle,-2.45,-2.45,-2.45,3.3166700000000002,45.450001
Auzebosc,6.09,6.75,5.08,0.7285,49.59565
