city,temp,temp_max,temp_min
Campandré-Valcongrain,4.52,4.99,4.52
Campandré-Valcongrain,4.54,5.01,4.54
Campbon,5.92,6.69,5.57
Campénéac,5.81,6.5,5.25
Campet-et-Lamolère,3.85,5.98,2.89
Campet-et-Lamolère,3.83,5.96,2.87
Camphin-en-Carembault,6.34,7.43,5.66
Camphin-en-Pévèle,6.06,6.99,5.33
Campigny,6.14,7.56,6.14
Campigny,6.07,7.49,6.07
Camprond,5.72,6.86,5.44
Camprond,5.7,6.81,5.4
Camps-la-Source,2.82,10.8,-1.44
Campsas,7.36,8.89,5.58
Campsegret,1.13,5.86,-2.56
Campsegret,1.45,6.19,-2.23
Campugnan,5.29,5.48,1.92
Campugnan,5.29,5.48,1.92
Canapville,5.96,6.23,4.63
Canapville,5.99,6.25,4.65
Cancale,5.48,6.42,5.14
Cancale,5.48,7.2,5.14
Canchy,6.39,7.8,6.39
Canchy,6.44,7.86,6.44
Cancon,3.92,6.07,-2.77
Canconles,-5.7,-5.7,-5.88
Candé,5.21,5.88,4.89
Candé-sur-Beuvron,3.44,4.17,2.27
Candillargues,2.32,5.98,0.99
Candresse,4.4,8.44,3.14
Candresse,4.37,8.41,3.11
Canéjan,4.51,6.93,-0.09
Canenx-et-Réaut,3.72,6.74,2.77
Canenx-et-Réaut,3.64,6.66,2.68
Canet,7.83,10.83,3.95
Canet-en-Roussillon,6.86,8.89,5.55
Cangey,4.05,4.27,3.13
Canihuel,6.03,6.39,5.8
Canihuel,5.88,6.23,5.64
Canisy,6.09,7.51,6.09
Canisy,6.07,7.46,6.05
Cannes,7.95,12.33,3.99
Cannes,7.91,12.3,3.95
Cannes-Écluse,2.87,6.02,1.39
Canohès,6.41,8.51,5.16
Canon,6.42,6.83,6.27
Canquisquélen,6.44,6.81,6.07
Cantaron,9.45,11.63,5.95
Canteleu,5.34,6.27,4.2
Canteleu,5.25,6.17,4.1
Canteloup,6.34,6.74,6.18
Canteloup,6.34,6.74,6.18
Cantenac,5.14,5.69,0.13
Cantenac,5.11,5.67,0.11
Cantenay-Épinard,5.08,5.48,5.02
Cantin,5.94,7.34,5.37
Cany-Barville,6.46,6.89,6.38
Canéjan,4.43,6.91,-0.12
Capbreton,7.28,10.82,3.29
Capbreton,7.22,10.79,3.26
Capdenac,3.21,6.56,3.21
Capdenac,3.27,6.62,3.27
Capdenac-Gare,3.47,6.82,3.47
Capdenac-Gare,3.6,6.95,3.6
Capdeville,1.46,6.45,-2.4
Capdrot,1.18,5.37,-3.05
Capdrot,1.18,5.36,-3.06
Capendu,8.13,10.52,3.64
Capestang,6.51,10.82,3.93
Capinghem,6.33,7.34,5.37
Caplong,5.74,6.72,3.71
Caplong,5.95,6.86,3.86
Cappelle-en-Pévèle,6.04,7.05,5.4
Cappelle-la-Grande,7.14,7.63,5.85
Cappelle-la-Grande,7.13,7.62,5.84
Captieux,5.64,6.63,1.71
Captieux,5.65,6.7,1.77
Capvern,0.51,5.01,-0.75
Caraman,7.52,9.37,4.82
Carantec,7.4,8.3,7.3
Carantilly,5.95,7.36,5.94
Carantilly,5.91,7.31,5.9
Carbon-Blanc,4.91,5.51,-0.05
Carbon-Blanc,4.96,5.56,0
Carbonne,5.54,7.72,5.15
Carbonne,5.45,7.64,5.07
Carcans,4.65,5.57,0.01
Carcans,4.64,5.56,0
Carcassonne,8.26,10.27,5.53
Carcassonne,8.26,10.27,5.53
Carcen-Ponson,3.87,5.59,2.88
Carcen-Ponson,3.88,5.61,2.9
Carcès,2.47,11.79,-0.45
Cardan,4.83,6.79,-2.19
Cardan,4.87,6.83,-2.15
Cardesse,2.12,4.68,1.97
Cardesse,2.12,4.68,1.97
Carentan,7.63,7.82,6.4
Carentoir,5.94,6.55,5.43
Carentoir,5.94,6.55,5.43
Cargèse,7.52,7.52,4.8
Carhaix-Plouguer,6.46,6.81,6.12
Carignan,4.53,5.45,2.6
Carignan,4.53,5.45,2.6
Carignan-de-Bordeaux,4.63,6.77,-0.26
Carlepont,4.22,6.31,3.29
Carling,5.05,6.13,2.34
Carmaux,5.99,9.41,2.85
Carmaux,5.98,9.41,2.85
Carnac,7.13,7.86,6.7
Carnac,7.13,7.86,6.7
Carnet,5.33,5.69,4.85
Carnet,5.2,5.55,4.71
Carneville,7.24,7.24,7.24
Carneville,7.24,7.24,7.24
Carnoules,3.31,11.43,-0.8
Carnoux-en-Provence,-0.69,1.29,-3.46
Caro,5.74,6.18,5.06
Carolles,5.2,6.22,4.94
Carolles,5.31,6.33,5.05
Caromb,1.94,4.75,-4.03
Carpentras,2.26,5.42,-3.36
Carpentras,2.26,5.42,-3.36
Carpiquet,6.08,6.55,6.07
Carpiquet,6.08,6.55,6.07
Carquebut,7.78,7.84,6.43
Carquebut,7.73,7.79,6.37
Carquefou,5.79,6.3,5.64
Carquefou,5.82,6.32,5.66
Carqueiranne,6.19,12.5,0.26
Carresse-Cassaber,5.27,8.27,2.96
Carresse-Cassaber,5.32,8.3,2.99
Carrières-sous-Poissy,4.85,6.21,3.36
Carrières-sur-Seine,4.79,6.11,3.27
Carrières-sous-Poissy,4.84,6.21,3.36
Carros,7.93,10.17,4.49
Carrouges,3.47,3.47,3.47
Carrouges,3.28,3.28,3.28
Carry-le-Rouet,0.85,12.6,-2.93
Carrère,2.21,5.53,1.64
Carrère,2.49,5.87,1.99
Cars,4.94,5.38,1.82
Carsac-Aillac,1.63,3.95,-2.31
Carsac-de-Gurson,4.7,6.85,3.84
Carsac-de-Gurson,4.7,6.85,3.84
Carspach,2.38,5.73,-0.46
Cartas,-4.52,-4.52,-4.52
Cartelègue,5.36,5.58,2.02
Cartelègue,5.37,5.58,2.02
Carteret,6.86,7.8,6.45
Cartignies,4.99,6.21,3.8
Carves,-0.16,5.96,-3.02
Carves,-0.16,5.96,-3.02
Carvin,6.31,7.49,5.53
Carvin,6.29,7.44,5.48
Casevecchie,3.74,6.32,1.9
Cassagnes-Bégonhès,2.26,7.4,0.84
Cassaniouze,4.84,4.84,1.49
Cassaniouze,4.43,4.43,1.08
Cassel,6.1,7.07,4.92
Cassel,6.1,7.07,4.92
Casseneuil,4.83,8.6,-2.13
Casseneuil,4.93,8.75,-1.98
Casseuil,6.76,7.21,4.2
Casseuil,6.78,7.21,4.2
Cassignas,3.87,8.02,-2.71
Cassignas,3.87,8.02,-2.71
Cassis,7.59,12.56,-1.81
Casson,5.71,6.23,5.4
Cast,7.21,7.87,6.6
Castagniers,7.76,9.95,3.7
Castagnol,1.78,6.04,-2.94
Castaignos-Souslens,3.36,5.01,2.3
Castaignos-Souslens,3.38,5.03,2.32
Castandet,3.64,5.33,2.62
Castandet,3.56,5.26,2.55
Castanet-Tolosan,6.9,11.54,5.37
Casteide-Cami,1.78,2.89,1.69
Casteide-Cami,1.78,2.89,1.69
Casteide-Candau,2.99,4.92,2.21
Casteide-Candau,2.99,4.92,2.21
Casteide-Doat,2.34,7.15,1.4
Casteide-Doat,2.15,6.95,1.2
Castel-Sarrazin,4.36,8.27,2.96
Castel-Sarrazin,4.35,8.27,2.97
Castelculier,7.04,8.03,4.75
Castelculier,7.63,8.64,5.36
Castelginest,7.14,8.9,5.59
Casteljaloux,6.18,6.87,-2.11
Casteljaloux,6.18,6.87,-2.11
Castella,3.59,7.63,1.01
Castella,3.7,7.78,1.16
Castellane,2.86,6.77,-1.57
Castellane,2.86,6.77,-1.57
Castelmaurou,6.74,9.02,5.03
Castelmoron-sur-Lot,5.59,8.25,2.13
Castelmoron-sur-Lot,5.57,8.23,2.12
Castelnau-Chalosse,4.25,8.08,2.77
Castelnau-Chalosse,4.26,8.09,2.79
Castelnau-Montratier,7.3,7.3,1.18
Castelnau-d’Estrétefonds,7.33,8.96,5.66
Castelnau-de-Guers,3.48,7.32,0.77
Castelnau-de-Lévis,6.75,9.78,3.23
Castelnau-de-Médoc,4.73,5.56,0
Castelnau-de-Médoc,4.7,5.52,-0.04
Castelnau-le-Lez,1.01,5.31,0.73
Castelnau-le-Lez,1.01,5.31,0.73
Castelnaud-de-Gratecambe,3.47,7.15,-3.03
Castelnaud-de-Gratecambe,3.54,7.19,-2.99
Castelnaudary,8.04,11.45,5.27
Castelner,3.09,4.85,2.14
Castelner,3.09,4.85,2.14
Castelsagrat,7.3,7.96,4.68
Castelsagrat,7.29,7.95,4.66
Castelsarrasin,8.07,8.53,6.6
Castelsarrasin,8.07,8.53,6.6
Castet,0.4,1.6,0.4
Castet,0.33,1.53,0.33
Castetbon,2.84,7.19,1.88
Castetbon,2.9,7.19,1.88
Castetnau-Camblong,2.97,7.51,2.2
Castetnau-Camblong,2.92,7.47,2.16
Castetpugon,2.82,5.87,1.99
Castetpugon,2.64,5.7,1.82
Castets,4.55,8.21,3.02
Castets,4.53,8.19,3.01
Castets et Castillon,6.67,7.23,4.23
Castets-en-Dorthe,6.57,7.14,4.13
Castifao,3.41,6.21,1.79
Castifao,3.25,6.05,1.63
Castillon (Canton d'Arthez-de-Béarn),2.41,4.66,1.95
Castillon(Canton d'Arthez-de-Béarn),2.69,4.96,2.25
Castillon-de-Castets,6.53,6.96,3.95
Castillon-de-Castets,6.35,6.97,2.05
Castillon-du-Gard,3.53,5.5,-3.28
Castillon-en-Auge,5.9,6.13,4.53
Castillon-en-Auge,5.8,6.01,4.41
Castillon-la-Bataille,5.59,7.26,4.25
Castillon-la-Bataille,5.59,7.26,4.25
Castillonnès,2.45,6.58,-2.4
Castillonnès,2.55,6.64,-2.34
Castres,8.75,9.74,6.31
Castres,8.75,9.74,6.31
Castres-Gironde,4.62,7.05,0.03
Castres-Gironde,4.61,7.05,0.03
Castries,1.67,5.57,0.58
Castéra-Loubix,2.24,6.96,1.2
Castéra-Loubix,2.24,6.96,1.2
Catenoy,4.17,5.55,3.1
Cattenom,5.2,6.7,3.65
Caubeyres,5.06,7.71,-2.46
Caubeyres,5.01,7.64,-2.54
Caubios-Loos,2.27,4.59,1.88
Caubios-Loos,2.27,4.59,1.88
Cauchy-à-la-Tour,6.43,7.66,4.99
Caudan,6.95,7.69,6.53
Caudebec-en-Caux,6.26,6.97,4.9
Caudebec-lès-Elbeuf,5.85,6.91,4.85
Caudecoste,7.75,8.55,5.26
Caudecoste,7.76,8.55,5.26
Caudry,5.28,5.95,4.6
Caudéran,4.57,5.57,0.01
Cauffry,4.43,5.82,3.38
Caulnes,5.45,7.11,4.91
Caumont,5.26,6.19,4.12
Caumont-sur-Durance,0.83,5.69,-3.09
Caumont-sur-Garonne,5.99,6.99,-1.99
Caumont-sur-Garonne,6,6.99,-1.99
Caumont-sur-Orne,5.74,6.21,5.74
Caumont-sur-Orne,6.19,6.66,6.19
Cauna,4.36,5.62,2.91
Cauna,4.36,5.62,2.91
Cauneille,5.41,8.24,2.93
Cauneille,5.59,8.43,3.13
Caunes-Minervois,7.52,9.78,2.89
Caupenne,4.19,8.12,2.82
Caupenne,4.21,8.14,2.84
Cauro,5.59,5.77,3.05
Caussade,7.15,7.76,7.14
Cauterets,-3.11,-3.11,-4.31
Cauvicourt,6.06,6.53,5.97
Cauvicourt,5.89,6.36,5.81
Cauvigny,4.42,5.87,3.14
Cauville,4.82,5.29,4.82
Cauville,4.97,4.97,4.97
Cauville-sur-Mer,6.11,6.43,5.87
Caux,3.13,6.38,0.37
Cauzac,3.98,8.02,1.4
Cauzac le Vieux,4.43,8.45,1.82
Cavaillon,-0.54,5.53,-3.25
Clavaillan,-1.81,4.63,-4.16
Cavaillon,-0.62,5.43,-3.35
Cavalaire-sur-Mer,1.44,12.64,0.4
Cavan,6.91,7.06,5.27
Cavarc,1.93,6.67,-2.31
Cavarc,1.89,6.7,-2.28
Caveirac,4.13,5.37,0.38
Cavignac,4.53,4.71,1.71
Cayenne,5.03,5.76,3.77
Cayeux-sur-Mer,7.78,7.96,6.92
Caylus,6.16,6.16,3.01
Cayres,-1.79,-1.79,-1.79
Cayres,-1.52,-1.52,-1.52
Cayrols,4.29,4.29,0.94
Cayrols,4.29,4.29,0.94
Cazalis,5.13,5.44,2.73
Cazalis,5.02,5.28,2.57
Cazats,5.5,6.64,2.71
Cazats,5.35,6.57,2.64
Cazaubon,4.38,8.05,1.49
Cazaugitat,5.89,6.6,3.53
Cazaugitat,5.9,6.62,3.55
Cazavet,7.63,9.69,-0.7
Cazavet,7.57,9.7,-0.69
Cazères,6.63,11.01,4.84
Cazes-Mondenard,5.12,8.07,1.44
Cazideroque,3.67,7.23,-2.94
Cazideroque,4.07,7.64,-2.53
Cazilhac,-0.04,4.54,-0.04
Cazilhac,7.59,10.11,3.55
Cazouls-lès-Béziers,5.25,10.43,3.54
Cazoulès,3.53,3.78,3.53
Cazoulès,3.78,4.03,3.78
Cazères-sur-l'Adour,3.85,6.59,2.71
Cazères-sur-l'Adour,3.85,6.59,2.71
Ceaucé,4.75,4.75,4.75
Ceaucé,4.75,4.75,4.75
Cébazat,-3.19,-1.67,-3.19
Ceilloux,-5.23,-2.76,-5.23
Ceilloux,-5.32,-2.86,-5.32
Celle-Lévescault,2.73,3.66,1.87
Celles-sur-Belle,2.15,3.03,1.38
Celles-sur-Durolle,-4.58,0.06,-5.39
Celles-sur-Durolle,-4.39,0.22,-5.23
Cellettes,3.22,4.13,2.23
Cellieu,-1.16,1.23,-2.31
Cellière,-1.03,0.37,-1.28
Cellule,-3.03,-0.63,-3.07
Cellule,-3.02,-0.61,-3.05
Cély,4.29,5.99,1.83
Cénac,4.01,6.2,-0.27
Cénac,1.22,6.7,-2.28
Cendras,1.24,4.64,-0.35
Cendrieux,1.12,5.88,-3.1
Cendrieux,1.06,5.86,-3.12
Cenon,4.35,6.54,0.06
Cenon,4.04,6.2,-0.27
Cenon-sur-Vienne,3.41,4.07,2.28
Cépet,7.19,8.91,5.6
Cepoy,1.52,3.81,1.17
Cérans-Foulletourte,4.77,5.16,3.42
Cercoux,4.58,4.71,1.71
Cercy-la-Tour,1.51,3.26,1.51
Cerdon,1.99,3.04,0.83
Cerelles,4.04,4.04,3.25
Céreste,-4.03,2.53,-5.63
Ceret,5.15,8.62,2.12
Cergy,4.67,6.2,3.36
Cergy,4.58,6.11,3.27
Cérilly,-0.59,0.08,-1.57
Cerisy-la-Forêt,5.95,7.37,5.95
Cerisy-la-Forêt,5.91,7.32,5.91
Cerisy-la-Salle,5.91,7.22,5.81
Cerisy-la-Salle,5.78,5.89,5.68
Cerisé,3.7,3.7,3.7
Cerisé,3.7,3.7,3.7
Cerizay,2.18,2.44,1.5
Cernay,1.87,3.17,-0.49
Cernay,1.87,3.17,-0.49
Cernay-en-Dormois,4.4,5.53,2.26
Cernay-en-Dormois,4.5,5.56,2.3
Cernay-la-Ville,3.98,5.31,2.47
Cernay-lès-Reims,4.66,5.54,2.27
Cerny,4.58,5.98,2.34
Cérons,4.77,7.25,0.09
Cers,4.31,10.88,0.89
Certines,-0.75,4.1,-1.96
Cervera de la Marenda,6.28,7.42,4.82
Cervione,4.57,7.56,3.14
Cerzat,1.22,1.22,1.22
Cerzat,-4.97,-4.97,-4.97
Cerzat,1.22,1.22,1.22
Cesny-les-Sources,5.48,5.95,5.48
Cesny-Bois-Halbout,5.37,5.84,5.37
Cesny-aux-Vignes,6.41,6.74,6.27
Cesny-aux-Vignes,6.42,6.75,6.28
Cessenon-sur-Orb,5.96,10.58,3.69
Cessens,0.68,2.92,-2.11
Cessens,0.68,2.92,-2.11
Cesset,-1.25,2.4,-3.06
Cesset,-1.14,2.54,-2.92
Cessieu,1.58,3.49,-1.35
Cesson,4.07,5.89,2.43
Cesson-Sévigné,5.54,6.17,4.94
Cesson-Sévigné,5.54,6.17,4.94
Cessy,1.52,3.09,-3.69
Cestas,3.73,6.32,-0.16
Cestas,3.69,6.28,-0.19
Ceton,3.03,3.51,3.03
Ceton,3.12,3.59,3.12
Cette-Eygun,-0.68,0.52,-0.68
Cette-Eygun,-0.68,0.52,-0.68
Ceyrat,-4.41,-2.11,-4.41
Ceyrat,-4.65,-2.36,-4.65
Ceyreste,1.32,2.64,-2.12
Ceyzériat,-1.45,3.71,-2.34
Cézac,4.7,4.9,1.9
Cézy,1.76,2.21,1.29
Chabanais,6.84,9.61,2.17
Chabeuil,1.19,2.15,0.4
Chablis,1.4,1.85,1.4
Chablis,1.36,1.81,1.36
Chabonne,-1.92,2.45,-3
Châbons,-0.11,2.35,-2.65
Chabreloche,-3.9,0.26,-5.19
Chabreloche,-3.71,0.5,-4.95
Chabris,2.97,3.28,2.45
Chacé,4.96,5.12,3.24
Chadeleuf,-3.93,-3.93,-3.93
Chadeleuf,-3.8,-3.8,-3.8
Chadrac,-2.6,-2.6,-2.6
Chadrac,-2.6,-2.6,-2.6
Chadrat,-4.95,-4.95,-4.95
Chadron,-3.76,-3.76,-3.76
Chadron,0.29,0.29,0.29
Chagny,0.84,3.03,-1.73
Chaillac,1.82,9.43,1.82
Chailland,4.93,5.52,4.93
Chaillé-les-Marais,3.14,3.5,2.56
Chailles,3.3,4.12,2.23
Chaillevette,2.82,3.14,2.12
Chailloué,3.62,3.62,3.62
Chailloué,3.58,3.58,3.58
Chailly-en-Bière,3.98,5.89,1.73
Chailly-en-Brie,3.34,5.53,2.06
Chaingy,2.77,3.66,2.08
Chalabre,6.5,10.19,4.59
Chalagnac,1.58,6.02,-2.96
Chalagnac,1.53,5.97,-3.01
Chalais,3.78,8.77,1.96
Chalais,3.78,8.77,1.96
Chalais,4.08,4.71,1.71
Chalamont,0.51,3.63,-2.13
Chalampé,1.92,3.73,0.06
Chaleins,0.69,3.04,-1.77
Châlette-sur-Loing,1.63,3.88,1.23
Chaliers,3.02,3.02,3.02
Chaliers,2.94,2.94,2.94
Chalifert,3.93,5.7,2.86
Chalignat,-2.01,-0.53,-2.97
Chaligny,3.32,4.49,2
Chalindrey,1.85,2.19,-3.49
Challans,5.08,6.11,3.51
Challans,5,6.11,3.51
Challes,3.34,4.71,3.28
Challes-les-Eaux,1.76,5.59,-1.26
Challex,1.94,3.26,-3.51
Challuy,0.88,0.88,0.47
Chalo-Saint-Mars,4.3,5.83,2.19
Chalon-sur-Saône,0.02,3.22,-1.55
Chalon-sur-Saône,0.08,3.18,-1.59
Chalonnes-sur-Loire,5.08,6.01,5.02
Châlons-en-Champagne,4.35,5.04,4.02
Châlonvillars,2.32,5.13,1.49
Chalouze,-2.95,-1.88,-4.32
Châlus,5.59,8.13,1.31
Chamadelle,4.94,5.02,2.02
Chamadelle,4.94,5.02,2.02
Chamagnieu,2.37,4.1,-1.66
Chamalières,-3.59,-1.3,-3.6
Chamalières,-3.55,-1.27,-3.56
Chamalières-sur-Loire,-2.14,-2.14,-2.14
Chamalières-sur-Loire,-2.14,-2.14,-2.14
Chamant,4.08,5.96,3.11
Chamarande,4.39,5.76,2.12
Chamarandes-Choignes,1.99,2.72,1.99
Chamberet,0.87,7.68,0.87
Chambéry,2.11,5.75,-1.11
Chambezon,-5.18,-5.18,-5.18
Chambezon,-4.29,-4.29,-4.29
Chambillon,3.68,3.68,3.68
Chamblet,-1.37,-0.59,-1.69
Chamblet,-1.37,-0.59,-1.69
Chambly,4.51,6.18,3.33
Chambœuf,-0.82,2.07,-1.48
Chambon-sur-Dolore,-7.42,-4.95,-7.42
Chambon-sur-Dolore,-7.15,-4.68,-7.15
Chambon-sur-Lac,-6.77,-6.77,-6.77
Chambon-sur-Lac,-6.87,-6.87,-6.87
Chambon-sur-Voueize,-0.75,-0.75,-1.53
Chamborigaud,-1.2,3.4,-1.22
Chamborigaud,-0.69,3.92,-0.69
Chamboulive,1.53,7.8,1.53
Chamboulive,1.56,7.82,1.56
Chambourcy,4.49,5.9,3.06
Chambourg-sur-Indre,4.04,4.19,2.52
Chambray-lès-Tours,4.09,4.09,3.31
Chambretaud,2.56,4.8,2.2
Chambretaud,2.66,4.9,2.3
Chambérat,-1.61,-0.84,-1.93
Chambérat,-1.71,-0.94,-2.04
Chambéry,2.11,5.75,-1.11
Chameyrat,2.11,5.86,2.11
Chamigny,4.02,5.44,2.49
Chamonix,-2.76,-1.03,-6.56
Champ-du-Boult,4.55,4.55,4.55
Champ-du-Boult,4.4,4.4,4.4
Champ-sur-Drac,0.75,5.43,-1.43
Champagnac,2.1,2.1,2.1
Champagnac,2.1,2.1,2.1
Champagnac-de-Belair,3.52,9.73,-2.55
Champagnac-de-Belair,3.52,9.73,-2.55
Champagnat-le-Jeune,-5.47,-2,-5.47
Champagnat-le-Jeune,-5.44,-1.97,-5.44
Champagné,3.47,3.47,3.47
Champagne-Mouton,2.8,2.92,1.27
Champagne-et-Fontaine,2.85,3.69,-2.56
Champagne,2.85,3.69,-2.56
Champagné-les-Marais,3.18,3.55,3.1
Champagne-sur-Oise,4.53,5.67,3.34
Champagne-sur-Seine,3.6,6.08,1.91
Champagney,-0.59,5.25,-2.67
Champagnier,0.46,5.1,-1.75
Champagnole,-0.71,3,-3.88
Champagnole,-0.65,3.05,-3.84
Le Grippon,4.76,6.01,4.73
Champcervon,4.67,5.91,4.63
Champcevinel,2.22,3.39,-2.86
Champcevinel,2.18,3.36,-2.9
Champcueil,4.21,5.9,2.44
Champcueil,4.21,5.9,2.44
Champdeniers-Saint-Denis,2.4,3.88,2.1
Champdieu,-0.26,0.36,-3.53
Champeaux-sur-Sarthe,3.68,3.68,3.68
Champeaux-sur-Sarthe,3.57,3.57,3.57
Champeix,-4.56,-4.56,-4.56
Champeix,-3.95,-3.95,-3.95
Champenoux,3.64,5.86,2.4
Champfleur,3.63,3.63,3.63
Champforgeuil,0.54,2.77,-1.42
Champhol,3.48,5.44,2.75
Champier,0.31,2.2,-2.65
Champigné,5.03,5.41,4.95
Champignelles,1.05,1.75,0.58
Champigneulles,3.85,5.88,2.53
Champigny,2.54,4.5,1.24
Champigny-sur-Marne,4.27,5.44,3.12
Champigny-sur-Marne,4.48,5.64,3.31
Champlan,4.33,5.39,3.06
Champlitte-la-Ville,0.22,1.96,-1.79
Champniers,3.28,3.33,1.68
Champniers-et-Reilhac,5.18,8.75,1.94
Champniers-et-Reilhac,5.18,8.75,1.95
Champosoult,5.48,5.82,4.31
Champosoult,5.58,5.92,4.41
Champrepus,4.66,4.81,4.66
Champrepus,4.66,4.81,4.66
Champs-Romain,3.92,8.7,1.9
Champs-Romain,3.78,8.67,1.87
Champs-sur-Marne,4.2,5.43,3.1
Champs-sur-Marne,4.2,5.43,3.1
Champs-sur-Tarentaine-Marchal,2.82,2.82,-4.17
Champs-sur-Tarentaine-Marchal,2.43,2.43,-4.56
Champs-sur-Yonne,1.6,1.6,1.6
Champsecret,5.08,5.08,4.27
Champsecret,5.08,5.08,4.27
Champsiaux,-2.27,-2.27,-5.74
Champtocé-sur-Loire,5.13,6,5.01
Champtoceaux,5.43,5.94,4.73
Champvans,0.91,3.4,-1.8
Champétières,-1.99,-1.99,-5.45
Champétières,-2.21,-2.21,-5.68
Chanac,2.46,2.46,2.46
Chanas,2.27,3.42,-0.13
Chanat-la-Mouteyre,-5.92,-3.64,-5.94
Chanat-la-Mouteyre,-6.41,-4.14,-6.44
Chanceaux-sur-Choisille,4.04,4.04,3.25
Chancelade,2.63,3.97,-2.29
Chancelade,2.67,4,-2.25
Chancenay,3.66,3.7,1.95
Chandai,4.45,5.09,2.99
Chandai,4.52,5.15,3.05
Chandon,0.49,2.39,-1.13
Chanet,-1.25,-1.25,-8.25
Changé,5.23,5.23,4.92
Changé,3.63,4.95,3.52
Changis-sur-Marne,4.18,5.53,3.2
Changy-les-Bois,1.44,3.12,0.91
Changé,3.96,5.72,2.92
Chaniers,2.45,3.75,2.1
Chanonat,-4.91,-4.91,-4.91
Chanonat,-4.34,-4.34,-4.34
Chanos-Curson,1.32,2.19,0.45
Chanteau,2.39,3.52,0.94
Chanteduc,-7.74,-4.28,-7.74
Chanteheux,3.63,4.89,2.4
Chantelle,-1.47,2.38,-3.07
Chanteloup,5.51,5.94,5.05
Chanteloup-en-Brie,3.81,5.16,2.84
Chanteloup-les-Vignes,4.36,5.96,3.11
Chantenay-Saint-Imbert,2.58,3.54,-0.8
Chantepie,5.67,6.08,5.05
Chantilly,4.37,5.6,3.27
Chantôme,1.07,8.67,1.07
Chantonnay,3.16,5.78,2.73
Chantraine,2.65,3.92,0.74
Chanu,4.68,4.68,4.68
Chanu,4.66,4.66,4.66
Chaource,2.75,3.18,2.75
Chapareillan,2.37,5.74,-1.12
Chapdes-Beaufort,-6,-3.7,-6
Chapdeuil,2.77,3.62,-2.64
Chapdeuil,3.01,3.75,-2.51
Chapet,4.36,6,3.16
Chaponnay,2.37,3.03,-0.52
Chaponost,0.76,2.57,-0.98
Chappes,-2.92,0.07,-2.93
Chappes,-2.93,-0.5,-2.94
Chaptelat,8.25,8.25,1.99
Charantonnay,1.41,3.13,-1.36
Charavines,0.18,4.28,-2.57
Charbonnet,3.79,3.79,3.79
Charbonnier,-6.58,-6.58,-6.58
Charbonnières-les-Bains,0.8,2.79,-1.47
Charbonnières-les-Varennes,-5.81,-3.51,-5.81
Charbonnières-les-Varennes,-5.62,-3.32,-5.62
Charbonnières-les-Vieilles,-4.87,-2.57,-4.87
Charbonnières-les-Vieilles,-4.96,-2.66,-4.96
Charbuy,1.16,2.61,1.16
Charbuy,1.19,2.65,1.19
Chareil-Cintrat,-0.64,2.7,-2.75
Chareil-Cintrat,-0.52,2.79,-2.67
Charensat,-2.95,-2.95,-5.25
Charensat,-3.01,-3.01,-5.3
Charentay,0.63,3.22,-1.03
Charentilly,3.96,4.11,3.33
Charentilly,3.91,4.72,3.29
Charenton-du-Cher,0.68,3.8,0.24
Charenton-le-Pont,4.43,5.55,3.34
Charenton-le-Pont,4.35,5.47,3.26
Chargé,4.13,4.29,2.14
Charleval,5.86,6.3,4.31
Charleval,-0.41,4.98,-3.8
Charleville-Mézières,4.81,4.9,2.22
Charleville-Mézières,4.81,4.9,2.22
Charlieu,0.43,1.02,-0.75
Charly,1.65,3.05,-0.5
Charly-sur-Marne,4.25,4.77,2.54
Charmensac,0.1,0.1,-6.89
Charmensac,0.07,0.07,-6.93
Charmes,5.37,6.35,5.35
Charmes,3.17,4.55,-2.1
Charmes-sur-Rhône,1.95,2.82,0.14
Charnat,-2.03,2.75,-2.7
Charnat,-2.07,2.73,-2.72
Charnay,-0.45,1.98,-2.27
Charnay-lès-Mâcon,-0.51,2.89,-1.49
Charnècles,0.65,5.01,-1.85
Charny,3.82,5.1,2.9
Charny,1.35,2.06,0.9
Charolles,1.51,2.69,-0.15
Charonville,3.08,4.8,1.8
Charonville,3.1,4.82,1.82
Chârost,1.73,2.21,0.92
Charquemont,0.46,2.01,-4.13
Charraix,-0.02,-0.02,-0.02
Charraix,0.16,0.16,0.16
Charre,2.77,4.75,2.49
Charre,2.77,4.75,2.49
Charritte-de-Bas,2.76,4.68,2.42
Charritte-de-Bas,2.77,4.68,2.41
Charron,3.11,3.55,3.1
Charroux,-3.04,-0.53,-3.53
Charroux,-2.08,2.05,-3.41
Charroux,2.63,3.46,1.67
Chars,4.34,6.16,3.18
Chartres,3.41,5.44,1.81
Chartres,3.33,5.37,1.73
Chartres-de-Bretagne,5.56,6.22,4.99
Chartrettes,3.78,5.96,1.8
Charvieu-Chavagneux,2.63,4.08,-1.12
Chas,-3.42,-0.42,-3.42
Chas,-3.42,-0.42,-3.42
Chasné-sur-Illet,5.42,5.86,4.82
Chaspinhac,-3.07,-3.07,-3.07
Chaspinhac,-3.26,-3.26,-3.26
Chassagny,0.96,2.57,-0.98
Chassaignes,3.87,4.54,1.54
Chassaignes,3.87,4.54,1.54
Chasse-sur-Rhône,2.35,3.43,-0.11
Chasselay,0.93,3.05,-1.21
Chassenard,2.5,3.01,0.55
Chassenard,2.36,3.01,0.55
Chasseneuil-du-Poitou,3.4,3.95,2.16
Chasseneuil-sur-Bonnieure,3.09,9.86,1.4
